title,category,reward
구두 전문 디자이너가 만든 16가지 스타일의 고품격 양가죽 펌프스,패션·잡화,221%
페트병으로 반바지를! 스타일리쉬 까지 한 에코 반바지!,패션·잡화,83%
[골프] 기능성과 스타일을 동시에!! 버튼업 플리츠 원피스,패션·잡화,232%
"3 . 1 운동, 그날의 울림을 담은 [ 상 해 안 경 ]",패션·잡화,1583%
[실리콘밸리 히트작] 내 몸에 착붙! 가볍고 편한 가방 #플립슬링,패션·잡화,260%
기능성!내구성!통기성! + 착용감까지! 이런 양말이 진짜 스포츠양말이다.,패션·잡화,112%
탈/부착 2초면 끝! [에이본] 3D 맞춤형 자석부착식 차량용 햇빛가리개,패션·잡화,919%
거울속의 비친 멋진 나를 위해 이제 쓱~ 바르고 착! 차기만 하세요!,패션·잡화,162%
[전설의 슬랙스 귀환] 그냥 울 아니고 '슈퍼울' I 4만원대 여름슬랙스,패션·잡화,7576%
"벗겨지지 않는 덧신의 비밀,월클 링글 덧신(W-RINGLE SOCKS)",패션·잡화,1299%
[세상에 없던 혈당 다이어트 젤리] 이번 여름은 더블컷과!,푸드,1261%
다시 돌아온 차이머시 콜드브루 밀크티!,푸드,171%
서대문 삼겹 2배 가득 김치찜 간편 밀키트,푸드,77%
"술자리 인싸? 벨거없으~ 알쓰부터 술꾼까지, 드림드링커 한 포면 충분!",푸드,4711%
매운양/뼈찜,푸드,114%
[5분완성] 끓여 먹는 전골식 16시간 아롱 사태 수육,푸드,216%
[몬스터급드링크]더이상따로먹지마세요.식사+프로틴+활력 한방에 3 in 1,푸드,312%
덴마크에서 온 100% 식물성 요거트 <조커트>,푸드,45%
수비드 그릭 요거트라고 들어보셨나요?급이 다른 신선함 | 꾸덕꾸덕 그릭픽,푸드,877%
제주의 귤꽃향 가득한 초당옥수수 재배와 함께 드셔보세요,푸드,38%
[600%앵콜펀딩] <청정통카츠>정성스레 튀기고 한번 더 구웠습니다.,푸드,230%
난리난 땅콩버터주스!! 핫한 식단관리!! 검색만해도 후기폭발,푸드,0%
[대만억펀딩] 죄책감 없이 일탈 가능한 단백질 가득 프로틴 무알콜 맥주!,푸드,3182%
"[한정판 과일] 체리와 자두의 달-콤새-콤한 만남, 신품종 체리자두 !",푸드,5116%
[밀쉐이크] 맛과 기능을 다? 욕심쟁이 단백질 쉐이크 등장!,푸드,2326%
[한정판] 올 여름을 책임질 오뚜기 함흥비빔면이 돌아왔습니다!,푸드,10249%
한국판 납작복숭아가 와디즈로! 집에서 직접 즐기는 대극천복숭아,푸드,3559%
"[신선복숭아] 남다른 진한 맛과 향기, 초여름 신비의 프리미엄 복숭아",푸드,466%
[평점5.0]사장님 진짜 이 가격 맞아요? 무농약인증받은 미친 생블루베리,푸드,921%
[국수혁명] 세상에 없던 초초간편 10초면 익는 국수 등장! 스치면,푸드,833%
"[2390%, 마지막 앵콜] 단 2,438원, 초간편하고 맛있는 인생국밥",푸드,719%
[유럽왕실 공식납품] 225년 마야니의 미식을 완성하는 또 하나의 초콜릿,푸드,2331%
"[지금이 아니면 못먹어요]새콤달콤 찐~한 당도의 한정수량, 후무사 자두",푸드,492%
"<월간과일-복숭아 2탄>7월 대표 복숭아 3종! 왕봉,천홍,그레이트점보",푸드,782%
제주초당옥수수 먹어봔? 초~달달해 맛있쪄!!,푸드,182%
"[마시는 콜라겐 커피] 하루 한잔, 이너뷰티와 식단관리를 동시에?",푸드,172%
쥬스를 새로 정의하다. 물한방울 섞지 않은 국.내.산. 블루베리 쥬~스,푸드,482%
"[유기농] 진한 향 달달한 맛! 자연 그대로 키운 하코드, 플럼코트 살구",푸드,427%
이탈리아를 담은 <구름초콜릿> I 빵이야?초콜릿이야? 사르르르 식감 깡패,푸드,1407%
장애인의 자립을 돕는 수제 르뱅쿠키,푸드,120%
[하루엔진!] 멘탈케어스틱! 건강이 정신을 지배한다.,푸드,115%
"[생과 산딸기] 초여름 잠깐 만나요, 탱글~탱글 톡톡 터지는 생과 산딸기",푸드,312%
"100% 국내산, 100% 리얼착즙, 마시는 이너뷰티, ""마시는 병풀""",푸드,109%
REAL 마약떡의 등장ㅣ100% 국내산 찰쌀로만 만든 옥수수크림떡,푸드,787%
[MGO 성분 폭탄] 마누카 꿀의 건강함을 아직도 모르신다면? 비앤브로,푸드,751%
[CJ제일제당]최.초.공.개 10만번 다졌다. | 쫀득함끝판왕<찹쌀어묵>,푸드,2430%
"[99.9%모로블러드오렌지 농축액]서울대 연구진 개발, 건강한 아름다움!",푸드,1215%
[8419%펀딩] <월간과일-자두1탄> 가장 큰 1번과 초여름 대표 3종,푸드,453%
20년 전통의 오시리야 수제 꼬치 구이와 비법 소스 맛간장으로 즐기다!!,푸드,393%
[5차앵콜] 손으로 잡고 뜯어먹는 통 수비드 척아이롤 스테이크,푸드,196%
[최초공개] 의정부를 접수하고 전국제패에 나선 아줌마파워 학교 앞 떡볶이,푸드,537%
[엄마! 눈물치즈장어 더 주세요] 남편 먹이려고 했더니 애들이 더 먹어요,푸드,422%
"[1인분 7,900원] 트러플 성게알 크림 파스타",푸드,245%
[ 마약강정 ] 한번 먹으면 멈출 수 없는 황태채 강정,푸드,186%
고추장에 미친 사람이 케첩처럼 쓰고 싶어서 만든 프리미엄 만능고추장 소스,푸드,1229%
필수영양소에 비타민B컴플렉스UP! 종합비타민 올라이프 120정(2개월분),푸드,44%
GC녹십자웰빙이 만든 날씨를 닮은 한포 '멀티비타민&미네랄',푸드,120%
푸드 앤 투어리즘 페어 'VIP 모바일 입장권(선물쿠폰 포함)' 펀딩!!,푸드,40%
[대웅제약/시린이치약] 20년 연구개발한 국내특허 나노입자 n-CAP치약,홈·리빙,161%
[99.9% 살균인증+핸드폰 무선충전] 2 in 1 휴대용 컵 살균기,홈·리빙,81%
"한 여름밤의 오아시스 체험! 2세대 매트혁명, 열대야 해결사ㅣ워터쿨매트",홈·리빙,146%
뭉친 가루 그냥 먹지 마세요! 3초 매직 <랄라 전동 텀블러>로 똑똑하게,홈·리빙,619%
세상에 이런 캔들은 없었다! 멍뭉이 디저트 캔들,홈·리빙,6%
5천원으로 누리는 벌레적 자유 l 해충전문가 세스코가 만든 모기약,홈·리빙,11116%
548개 큐빅셀이 선사하는 극강의 착석감! 엉땀 없는 무중력 의자+쿠션,홈·리빙,314%
[1초 흡착랙] 1초만 꾹 누르면 설치 끝? 신소재로 탄생한 정리 끝판왕,홈·리빙,333%
[굽는 사람 없이!] 15분만에 완성하는 캠핑 바베큐 '몽바',홈·리빙,1582%
"[앵콜]메모의 중요성을 아시나요?세상에 하나뿐인 '수제우든펜',지키빌",홈·리빙,120%
"[4.5점] 모니터 타고 자라는 식물, 식물 관리 서비스 제공!",홈·리빙,201%
500회 재사용 | 2중 지퍼로 강력밀폐! 색 배임 걱정없는 투명 지퍼백,홈·리빙,1191%
방수 기능까지 갖춘 투톤 베드 스커트 하나로 유럽 숙소 분위기 완성!,홈·리빙,17%
"냉동/전자레인지 OK! 뚜껑까지 올실리콘, 퍼기 이중밀폐 보관용기",홈·리빙,1435%
"[프랑스 SAS 수석조향사 제작] 단돈 7,400원 인센스 스틱",홈·리빙,240%
면수건과 비.교.불.가. 실크 그 이상의 촉감과 흡수력 [솜사탕 수건],홈·리빙,620%
"바람길따라 속까지 시원한 여름 이불, 텐셀모달&에어메쉬로 숨 쉬는 원단",홈·리빙,1978%
"여름에는 쿨방석, 야외에서는 에어방석, 차량쿠션방석, 물베개",홈·리빙,3%
사람도 편하고 책도 편하다. 새로운 컨셉의 침대 전용 독서대,홈·리빙,216%
일상을 바꿔준 삶의질 상승템! 작은 습관의 기적!두피 스케일러 브러쉬,홈·리빙,191%
"쿨링팬 결합한 듀오백! 엉땀등땀 FREE, 하루종일 쾌적한 업무환경!",홈·리빙,842%
[차량맞춤 차박매트]맘 놓고 주무시기만 하세요. 모기가 달아나요!,홈·리빙,1379%
우드페커 [담소 테이블] 따뜻한 대화가 필요한 사람들에게,홈·리빙,366%
이번엔 진짜 공중에 띄웠다.100년동안 떠있는 <호버펜3.0 퓨처에디션>,홈·리빙,4006%
전통설화를 바탕으로한 향단이&변학도 밤부 에코컵,홈·리빙,122%
독립스프링에 토퍼를 일체화시킨 복합매트리스,홈·리빙,118%
"[6차]원두가 상하면 마음도 상하니까, 커피원두 보관용기 쎄니",홈·리빙,1253%
해외펀딩 1.5억! 묵은때 절반이 날아가는 때노스 건틀릿 근본핑크 에디션,홈·리빙,813%
아마존 판매1위! 온 가족이 안심하고 사용할 수 있는 공기 탈취제 홈푸리,홈·리빙,680%
"[16,470%앵콜펀딩] 욕실명가 대림바스가 만든 진-짜 가성비 비데",홈·리빙,1512%
양치만으로 치아를 쭈욱 유지~?!!!,홈·리빙,2526%
[고성대장간x랜티크] 고성 장인의 정수가 담긴 명품 식칼 공/용 에디션,홈·리빙,535%
3초 원터치 진공 밀폐용기 | 해외 커피전문가 극찬! 신선한 원두의 비결,홈·리빙,5052%
[앵콜]활용도 300% 올인원 A4파일홀더 | 에르고미 엘포켓,홈·리빙,526%
[제주볼카닉치약+몽돌비누] 제주바다 40만년의 신비를 담은 치약,홈·리빙,1625%
[2억펀딩 시즌6]아픔없이 굳은 각질 싹 제거! 원시인발 당장 들어오세요,홈·리빙,1735%
"조선 시대 캠핑 모임, 난로회의 비밀 병기,무쇠 번철ㅣ그리들이 아닙니다",홈·리빙,2235%
[텀블러의 혁신] 텀블러와 보온병의 기술이 융합된 하이브리드 캡 장착!,홈·리빙,13074%
[오직! 다이슨에어랩을 위한] '온에어' 다이슨 에어랩 스타일러 거치대,홈·리빙,3588%
"[갓생 사는 꿀팁!] 내 목이 편해지는 단 하나의 습관, 똑베개",홈·리빙,104%
재활용 가능한 찐 리유저블텀블러 나무로 만든 업사이클링 무독성 소담텀블러,홈·리빙,372%
"[클릭주의] 지금 눈 마주친 분, 허리 펴고 들어오세요 후회는 없을거예요",홈·리빙,769%
초고밀도 바닥 설계 눌러붙지 않는 스텐팬ㅣ바닥이 굳건해야 요리가 잘 된다,홈·리빙,951%
"보들보들, 계속 만지고 싶을걸요?ㅣ내 몸에 녹아드는 [사르르 이불]",홈·리빙,708%
열대야 걱정없는 시원한 여름토퍼! 2도 낮춰주는 <얼음토퍼>,홈·리빙,560%
"끼우기만 해도 -5도,에어컨 없이 시원한 여름 침대 완성ㅣ시베리아냉감패드",홈·리빙,1910%
[촉감놀이] 우리아이와 함께 하는 즐거운 농장체험,홈·리빙,126%
[6억앵콜] 눕는 것 만으로 어깨가 열리는 특허청 실용신안 베개,홈·리빙,832%
